word,tfidf,label
atrocity,0.692562107324918,5
streaming,0.6770551071600449,5
volunteer,0.7060606132308488,5
troll,0.783674060906377,5
helicopter,0.626713305028207,5
boycott,0.5686975327936752,5
strategic,0.5496088249463843,5
sanction,0.7105269896476473,5
resistance,0.6728875356121046,5
fled,0.473388979659443,5
via,0.4642818766754055,5
visa,0.6899250637218373,5
symbol,0.7459360410000462,5
worker,0.6455174269451004,5
oil,0.6446291780269736,5
via,0.4642818766754055,5
package,0.6496835084042607,5
hoax,0.7266404544155187,5
basement,0.7637023622116287,5
posted,0.5114444811268469,5
misogyny,0.6720482998687263,5
oil,0.6446291780269736,5
troop,0.6653113379131245,5
halt,0.5008055210139961,5
terrorist,0.46173136179192253,5
kremlin,0.6233958641211584,5
lee,0.7004994330560388,5
oil,0.6446291780269736,5
president,0.6636715379152149,5
chemical,0.6297852074199806,5
argue,0.4395709256137812,5
difficulty,0.6158136637268451,5
temporarily,0.5621070306590397,5
oligarch,0.6342276592701123,5
advance,0.5039698728272829,5
sanction,0.7105269896476473,5
grandmother,0.6918162752702077,5
tank,0.7990454431590468,5
bomb,0.8458791578745908,5
alongside,0.6373748247823745,5
student,0.7074506035812129,5
advance,0.5039698728272829,5
mourn,0.47818035703975686,5
weapon,0.705291497269325,5
million,0.6259699884948504,5
russia,0.7524368743078721,5
drone,0.7409589472702839,5
sister,0.7190126876290976,5
bombed,0.5631119848301814,5
swap,0.6281454491624131,5
russia,0.7524368743078721,5
daily,0.6397039691002817,5
responsibility,0.6601506024604735,5
week,0.5544717127476066,5
export,0.6127611507441478,5
china,0.7415452954107524,5
refugee,0.7487559537889817,5
polish,0.6542435631210938,5
interrupt,0.4793251180212178,5
pub,0.6893894587969587,5
news,0.629246920160716,5
flying,0.5210268164534516,5
slow,0.6281465720297649,5
oligarch,0.6342276592701123,5
town,0.6411140952799246,5
trained,0.7220992539421024,5
train,0.6825407434150361,5
coalition,0.7363496134390788,5
unable,0.5560862751075845,5
church,0.6738591799121968,5
majority,0.6001992131616317,5
invasion,0.7135980653959639,5
marina,0.7153460092063958,5
shell,0.6896711549183234,5
racing,0.7904223168912462,5
group,0.6671354484332613,5
debt,0.6918028675795597,5
senior,0.6634192234562655,5
besieged,0.5021959308870612,5
infant,0.43372409960821945,5
prompt,0.6024126484531336,5
army,0.6360323402946374,5
phone,0.7806110952870284,5
wall,0.562836621965172,5
war,0.6717311001930266,5
marina,0.7153460092063958,5
terrible,0.4819928725338609,5
ordered,0.7988354434362466,5
battlefield,0.4741681459486782,5
brown,0.7646783259505245,5
lesson,0.7082379724767855,5
visit,0.750199361823948,5
safely,0.6006214106657981,5
rescuer,0.624587518073946,5
war,0.6717311001930266,5
cape,0.6630011278242894,5
right,0.572220862998726,5
tusk,0.6687300694022325,5
war,0.6717311001930266,5
feared,0.6940765322897072,5
uniform,0.6185875090687895,5
cost,0.6449082863834096,5
diplomacy,0.6501828249207218,5
fighting,0.6813503452179167,5
north,0.6364897905454359,5
opera,0.6876333094137784,5
identity,0.5479123559214876,5
laid,0.40651082124889537,5
antiwar,0.6561203247598383,5
holocaust,0.709110993385837,5
ben,0.6851767378265173,5
reverse,0.4570231530770774,5
drove,0.4320094667327011,5
west,0.6383601873214826,5
dissident,0.7059131938210924,5
shelling,0.826431223244076,5
pet,0.6472347335842512,5
kremlin,0.6233958641211584,5
chemical,0.6297852074199806,5
politician,0.6123752895107111,5
priest,0.7522739399293296,5
defined,0.5274512941616075,5
arctic,0.6593234625569919,5
invasion,0.7135980653959639,5
hub,0.6511826085914869,5
musician,0.6997634040483222,5
oligarch,0.6342276592701123,5
spreading,0.6260418560551191,5
war,0.6717311001930266,5
regime,0.5819704508761487,5
war,0.6717311001930266,5
civilian,0.6676165234190983,5
aerial,0.5876083048357829,5
defiant,0.5305060932226279,5
antiwar,0.6561203247598383,5
diplomat,0.7159919189567205,5
embrace,0.5450331494297144,5
oil,0.6446291780269736,5
surrender,0.598806431322277,5
gas,0.6409748875049395,5
import,0.6626699444462089,5
recruit,0.5908334098395115,5
russia,0.7524368743078721,5
faced,0.47211432306797435,5
super,0.7295691570805406,5
nuclear,0.7749661045531905,5
activity,0.6326866176569779,5
wife,0.6443426335926916,5
intelligence,0.6679871153782285,5
question,0.8434664312694765,5
troop,0.6653113379131245,5
economist,0.7254420121317346,5
heading,0.5514786256682664,5
parliament,0.6457820388382518,5
student,0.7074506035812129,5
wife,0.6443426335926916,5
growth,0.6231547114492748,5
russia,0.7524368743078721,5
possible,0.5377702930181694,5
donor,0.6265500583456092,5
based,0.5032089701016357,5
cartoon,0.7919060360546061,5
devastation,0.47543701205986444,5
war,0.6717311001930266,5
post,0.6897600703962116,5
spokesman,0.7937469028588393,5
phone,0.7806110952870284,5
russia,0.7524368743078721,5
staged,0.6742159609465173,5
memory,0.603289568525993,5
soldier,0.644318076218006,5
atrocity,0.692562107324918,5
embassy,0.7991654629237034,5
president,0.6636715379152149,5
parry,0.7815498265401322,5
drawing,0.6345236951561829,5
white,0.6021460351377858,5
experienced,0.49877419264102035,5
voice,0.6569202653037473,5
success,0.5861067607075163,5
spokesman,0.7937469028588393,5
genocide,0.7019578238767257,5
advanced,0.6807157939910312,5
talk,0.6306404456437381,5
defiance,0.4522061778452932,5
pink,0.7152999590830003,5
station,0.6632843477294427,5
reunite,0.6787561195593792,5
could,0.5258157752637854,5
analyst,0.46148124089964593,5
clue,0.5463291660929125,5
station,0.6632843477294427,5
land,0.6251841629464243,5
parent,0.6669027864114332,5
give,0.48563266829864093,5
